Názov;Názov liečiva;;;
Nilotinib Zentiva 150 mg;Nilotinib;;;
Nilotinib Zentiva 200 mg;Nilotinib;;;
Nimesil;Nimesulid;;;
Nimvastid;Rivastigmín;;;
Nimvastid;Rivastigmín;;;
Nimvastid;Rivastigmín;;;
Nimvastid;Rivastigmín;;;
NINLARO 2,3 mg tvrdé kapsuly;Ixazomib;;;
NINLARO 3 mg tvrdé kapsuly;Ixazomib;;;
NINLARO 4 mg tvrdé kapsuly;Ixazomib;;;
Nitisinone Dipharma 10 mg;Nitizinón;;;
Nitisinone Dipharma 20 mg;Nitizinón;;;
Nitisinone Dipharma 5 mg;Nitizinón;;;
NITRESAN 10 mg;Nitrendipín;;;
NITRESAN 20 mg;Nitrendipín;;;
NITRESAN 20 mg;Nitrendipín;;;
Nitroglycerin-SLOVAKOFARMA;Glyceroltrinitrát;;;
Nofebran 500 mg filmom obalené tablety;Metamizol, sodná soľ;;;
Nofebran 500 mg filmom obalené tablety;Metamizol, sodná soľ;;;
Nolicin;Norfloxacín;;;
Noliprel Bi-forte A;Perindopril a diuretiká;;;
Noliprel Bi-forte A;Perindopril a diuretiká;;;
Noliprel forte A;Perindopril a diuretiká;;;
Noliprel forte A;Perindopril a diuretiká;;;
Nolpaza 20 mg;Pantoprazol;;;
Nolpaza 20 mg;Pantoprazol;;;
Nolpaza 40 mg;Pantoprazol;;;
Nolpaza 40 mg;Pantoprazol;;;
Noprex 35 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Noprex 52,5 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Noprex 70 mikrogramov/h transdermálna náplasť;Buprenorfín;;;
Noradrenalin Léčiva;Norepinefrín (Noradrenalín);;;
Norepinephrine Kabi 1 mg/ml;Norepinefrín (Noradrenalín);;;
Norepinephrine Kabi 1 mg/ml;Norepinefrín (Noradrenalín);;;
Norepinephrine Kabi 1 mg/ml;Norepinefrín (Noradrenalín);;;
Norepinephrine Kalceks 1 mg/ml koncentrát na infúzny roztok;Norepinefrín (Noradrenalín);;;
Norethisteron Zentiva;Noretisterón;;;
NORMIX 200 mg;Rifaximín;;;
NORMIX 200 mg;Rifaximín;;;
Norprolac 75 µg tablety;Chinagolid;;;
Novalgin 500 mg;Metamizol, sodná soľ;;;
Novalgin 500 mg;Metamizol, sodná soľ;;;
Novalgin 500 mg/ml;Metamizol, sodná soľ;;;
NovoEight 1000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
NovoEight 250 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
NovoEight 500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Novofem;Noretisterón a estrogén;;;
NovoMix 30 FlexPen;Inzulín-aspartát;;;
NovoRapid FlexPen 100 jednotiek/ml injekčný roztok v naplnenom pere;Inzulín-aspartát;;;
NovoRapid Penfill 100 jednotiek/ml injekčný roztok v náplni;Inzulín-aspartát;;;
NovoRapid PumpCart 100 jednotiek/ml injekčný roztok v náplni;Inzulín-aspartát;;;
NovoSeven 1 mg (50KIU) prášok a rozpúšťadlo na injekčný roztok;Eptakog alfa (aktivovaný);;;
NovoSeven 2 mg (100 KIU) prášok a rozpúšťadlo na injekčný roztok;Eptakog alfa (aktivovaný);;;
NovoThirteen 2500 IU prášok a rozpúšťadlo na injekčný roztok;Katridekakog;;;
Nplate 250 mikrogramov prášok a rozpúšťadlo na injekčný roztok;Romiplostím;;;
Nplate 500 mikrogramov prášok a rozpúšťadlo na injekčný roztok;Romiplostím;;;
NUBEQA 300 mg filmom obalené tablety;Darolutamid;;;
Nucala 100 mg injekčný roztok naplnený v injekčnej striekačke;Mepolizumab;;;
Nucala 100 mg injekčný roztok v naplnenom pere;Mepolizumab;;;
Nustendi 180 mg/10 mg filmom obalené tablety;Kyselina bempedoová a ezetimib;;;
Nuwiq 1000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Nuwiq 2000 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Nuwiq 250 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Nuwiq 500 IU prášok a rozpúšťadlo na injekčný roztok;Koagulačný faktor VIII;;;
Ocrevus 300 mg infúzny koncentrát;Okrelizumab;;;
OCTANATE 1000 I.U.;Koagulačný faktor VIII;;;
OCTANATE 250 I.U.;Koagulačný faktor VIII;;;
OCTANATE 500 I.U.;Koagulačný faktor VIII;;;
OCTANINE F 1000 I.U.;Koagulačný faktor IX;;;
OCTANINE F 500 I.U.;Koagulačný faktor IX;;;
Octaplex;Koagulačné faktory IX, II, VII a X v kombinácii;;;
Odefsey 200 mg/25 mg/25 mg filmom obalené tablety;Emtricitabín, tenofovir alafenamid a rilpivirín;;;
Ofev 100 mg mäkké kapsuly;Nintedanib;;;
Ofev 150 mg mäkké kapsuly;Nintedanib;;;
Ofloxin 200;Ofloxacín;;;
Oftaquix 5 mg/ml očné roztokové kvapky;Levofloxacín;;;
Ogivri 150 mg prášok na infúzny koncentrát;Trastuzumab;;;
Oilatum Emollient;Lieky s vazelínou a tukmi;;;
Olanzapin Actavis 10 mg;Olanzapín;;;
Olanzapin Actavis 10 mg;Olanzapín;;;
Olanzapin Actavis 10 mg filmom obalené tablety;Olanzapín;;;
Olanzapin Actavis 10 mg filmom obalené tablety;Olanzapín;;;
Olanzapin Actavis 15 mg filmom obalené tablety;Olanzapín;;;
Olanzapin Actavis 5 mg;Olanzapín;;;
Olanzapin Actavis 5 mg;Olanzapín;;;
Olanzapin Actavis 5 mg filmom obalené tablety;Olanzapín;;;
Olanzapin Actavis 5 mg filmom obalené tablety;Olanzapín;;;
Olanzapin Viatris 10 mg orodispergovateľné tablety;Olanzapín;;;
Olanzapin Viatris 5 mg orodispergovateľné tablety;Olanzapín;;;
Olanzapine Accord 10 mg filmom obalené tablety;Olanzapín;;;
Olanzapine Accord 5 mg filmom obalené tablety;Olanzapín;;;
Olicard 40 mg retard;Izosorbidmononitrát;;;
Olicard 40 mg retard;Izosorbidmononitrát;;;
Olicard 60 mg retard;Izosorbidmononitrát;;;
Olopatadine Olikla 1 mg/ml očné roztokové kvapky;Olopatadín;;;
Olopatadine Olikla 1 mg/ml očné roztokové kvapky;Olopatadín;;;
OLPINAT 10 mg;Olanzapín;;;
OLPINAT 5 mg;Olanzapín;;;
Oltar 2 mg;Glimepirid;;;
Oltar 3 mg;Glimepirid;;;
Oltar 4 mg;Glimepirid;;;
Oltar 6 mg;Glimepirid;;;
Olumiant 4 mg filmom obalené tablety;Baricitinib;;;
Omarit;Bilastín;;;
Omarit;Bilastín;;;
Omarit 10 mg orodispergovateľné tablety;Bilastín;;;
Omemyl 20 mg;Omeprazol;;;
Omemyl 20 mg;Omeprazol;;;
Omeprazol Medreg 20 mg;Omeprazol;;;
Omeprazol Medreg 20 mg;Omeprazol;;;
Omeprazol Sandoz 20 mg;Omeprazol;;;
Omeprazol STADA 20 mg;Omeprazol;;;
Omeprazol STADA 20 mg;Omeprazol;;;
Omeprazole Olikla 20 mg tvrdé gastrorezistentné kapsuly;Omeprazol;;;
Omeprazole Olikla 20 mg tvrdé gastrorezistentné kapsuly;Omeprazol;;;
Omlyclo 150 mg injekčný roztok v naplnenej injekčnej striekačke;Omalizumab;;;
Omlyclo 150 mg injekčný roztok v naplnenom pere;Omalizumab;;;
Omlyclo 75 mg injekčný roztok v naplnenej injekčnej striekačke;Omalizumab;;;
Omlyclo 75 mg injekčný roztok v naplnenom pere;Omalizumab;;;
Omnic TOCAS 0,4;Tamsulosín;;;
OMNIPAQUE 300;Johexol;;;
OMNIPAQUE 300;Johexol;;;
OMNIPAQUE 350;Johexol;;;
OMNIPAQUE 350;Johexol;;;
OMNIPAQUE 350;Johexol;;;
Omvoh 100 mg injekčný roztok v naplnenom pere;Mirikizumab;;;
Omvoh 300 mg koncentrát na infúzny roztok;Mirikizumab;;;
Onbrez Breezhaler 150 mikrogramov inhalačný prášok v tvrdých kapsulách;Indakaterol;;;
Ondansetron B. Braun 2 mg/ml injekčný roztok;Ondansetrón;;;
ONDANSETRON KABI 2 mg/ml;Ondansetrón;;;
Ongentys 50 mg tvrdé kapsuly;Opikapón;;;
ONKOTRONE;Mitoxantrón;;;
Onsetrogen 2 mg/ml;Ondansetrón;;;
Onsetrogen 8 mg;Ondansetrón;;;
Ontozry 100 mg filmom obalené tablety;Cenobamát;;;
"Ontozry 12,5 mg tablety, 
Ontozry 25 mg filmom obalené tablety";Cenobamát;;;
Ontozry 150 mg filmom obalené tablety;Cenobamát;;;
Ontozry 200 mg filmom obalené tablety;Cenobamát;;;
Ontozry 50 mg filmom obalené tablety;Cenobamát;;;
Opatanol 1 mg/ml očná roztoková instilácia;Olopatadín;;;
OPDIVO 10 mg/ml infúzny koncentrát;Nivolumab;;;
OPDIVO 10 mg/ml infúzny koncentrát;Nivolumab;;;
OPHTHALMO-FRAMYKOIN;Rôzne antibiotiká, kombinácie;;;
OPHTHALMO-FRAMYKOIN comp.;Antibiotiká v kombinácii s inými liečivami;;;
OPRAZOLE;Omeprazol;;;
OPRAZOLE;Omeprazol;;;
Oprymea 0,18 mg tablety;Pramipexol;;;
Oprymea 0,26 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Oprymea 0,52 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Oprymea 0,7 mg tablety;Pramipexol;;;
Oprymea 1,05 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Oprymea 2,1 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Oprymea 2,62 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Oprymea 3,15 mg tablety s predĺženým uvoľňovaním;Pramipexol;;;
Opsumit 10 mg filmom obalené tablety;Macitentan;;;
OPTIRAY 300;Joverzol;;;
OPTIRAY 300;Joverzol;;;
OPTIRAY 300;Joverzol;;;
OPTIRAY 350;Joverzol;;;
OPTIRAY 350;Joverzol;;;
OPTIRAY 350;Joverzol;;;
OPTIRAY 350;Joverzol;;;
Oralair 100 IR & 300 IR;Trávové pele;;;
Oralair 300 IR;Trávové pele;;;
Oralair 300 IR;Trávové pele;;;
Orebriton 90 mg;Tikagrelor;;;
ORENCIA 250 mg prášok na koncentrát na infúzny roztok;Abatacept;;;
Orfadin 10 mg tvrdé kapsuly;Nitizinón;;;
Orfadin 2 mg tvrdé kapsuly;Nitizinón;;;
Orfadin 20 mg tvrdé kapsuly;Nitizinón;;;
Orfadin 4 mg/ml perorálna suspenzia;Nitizinón;;;
Orfadin 5 mg tvrdé kapsuly;Nitizinón;;;
ORFIRIL LONG 1000 mg;Kyselina valproová;;;
ORFIRIL LONG 150 mg;Kyselina valproová;;;
ORFIRIL LONG 300 mg;Kyselina valproová;;;
Orfiril long 500 mg;Kyselina valproová;;;
Orkambi 100 mg/125 mg filmom obalené tablety;Ivakaftor a lumakaftor;;;
Orkambi 100 mg/125 mg granulát vo vrecku;Ivakaftor a lumakaftor;;;
Orkambi 150 mg/188 mg granulát vo vrecku;Ivakaftor a lumakaftor;;;
Orkambi 200 mg/125 mg filmom obalené tablety;Ivakaftor a lumakaftor;;;
Osagrand 150 mg filmom obalené tablety;Kyselina ibandrónová;;;
Osenvelt 120 mg injekčný roztok;Denosumab;;;
Ospamox 1000 mg filmom obalené tablety;Amoxicilín;;;
Ospamox 500 mg filmom obalené tablety;Amoxicilín;;;
Ospamox 750 mg filmom obalené tablety;Amoxicilín;;;
Ospen 1000;Fenoxymetylpenicilín;;;
Ospen 1500;Fenoxymetylpenicilín;;;
Ospen 400;Fenoxymetylpenicilín;;;
Ospen 500;Fenoxymetylpenicilín;;;
Ospexin 1000 mg;Cefalexín;;;
Ospexin 500 mg;Cefalexín;;;
Ospolot;Sultiam;;;
Osporil 4 mg/100 ml infúzny roztok;Kyselina zoledrónová;;;
Ossica 150 mg filmom obalené tablety;Kyselina ibandrónová;;;
OsvaRen;Kalciumacetát a magnéziumkarbonát;;;
Osvyrti 60 mg injekčný roztok v naplnenej injekčnej striekačke;Denosumab;;;
Otezla 10 mg filmom obalené tablety,Otezla 20 mg filmom obalené tablety, Otezla 30 mg filmom obalené tablety;Apremilast;;;
Otezla 30 mg filmom obalené tablety;Apremilast;;;
Otulfi 130 mg koncentrát na infúzny roztok;Ustekinumab;;;
Otulfi 45 mg injekčný roztok naplnený v injekčnej striekačke;Ustekinumab;;;
Otulfi 90 mg injekčný roztok naplnený v injekčnej striekačke;Ustekinumab;;;
Ovestin;Estriol;;;
Ovitrelle 250 mikrogramov injekčný roztok v naplnenom pere;Choriový gonadotropín-alfa;;;
Ovitrelle 250 mikrogramov/0,5 ml, injekčný roztok v naplnenej injekčnej striekačke;Choriový gonadotropín-alfa;;;
Oxaliplatin Kabi 5 mg/ml;Oxaliplatina;;;
Oxaliplatin Kabi 5 mg/ml;Oxaliplatina;;;
Oxaliplatina Viatris 5 mg/ml;Oxaliplatina;;;
Oxaliplatina Viatris 5 mg/ml;Oxaliplatina;;;
OXAZEPAM LÉČIVA;Oxazepam;;;
Oxis Turbuhaler 6 µg;Formoterol;;;
Oxycomp 10 mg/5 mg tablety s predĺženým uvoľňovaním;Oxykodón a naloxón;;;
Oxycomp 20 mg/10 mg tablety s predĺženým uvoľňovaním;Oxykodón a naloxón;;;
Oxycomp 40 mg/20 mg tablety s predĺženým uvoľňovaním;Oxykodón a naloxón;;;
Oxycomp 5 mg/2,5 mg tablety s predĺženým uvoľňovaním;Oxykodón a naloxón;;;
OxyNal 10 mg/5 mg;Oxykodón a naloxón;;;
OxyNal 20 mg/10 mg;Oxykodón a naloxón;;;
OxyNal 40 mg/20 mg;Oxykodón a naloxón;;;
OxyNal 5 mg/2,5 mg;Oxykodón a naloxón;;;
OxyNal 80 mg/40 mg;Oxykodón a naloxón;;;
Oxypro 10 mg tablety s predĺženým uvoľňovaním;Oxykodón;;;
Oxypro 20 mg tablety s predĺženým uvoľňovaním;Oxykodón;;;
Oxypro 40 mg tablety s predĺženým uvoľňovaním;Oxykodón;;;
Oxypro 80 mg tablety s predĺženým uvoľňovaním;Oxykodón;;;
Oyavas 25 mg/ml koncentrát na infúzny roztok;Bevacizumab;;;
Oyavas 25 mg/ml koncentrát na infúzny roztok;Bevacizumab;;;
Ozempic 0,25 mg injekčný roztok v naplnenom pere;Semaglutid;;;
Ozempic 0,5 mg injekčný roztok v naplnenom pere;Semaglutid;;;
Ozempic 1 mg injekčný roztok v naplnenom pere;Semaglutid;;;
OZURDEX 700 mikrogramov intravitreálny implantát s aplikátorom;Dexametazón;;;
Ozzion 20 mg gastrorezistentné tablety;Pantoprazol;;;
Ozzion 20 mg gastrorezistentné tablety;Pantoprazol;;;
Ozzion 40 mg gastrorezistentné tablety;Pantoprazol;;;
Ozzion 40 mg gastrorezistentné tablety;Pantoprazol;;;
Paclitaxel Accord 6 mg/ml infúzny koncentrát;Paklitaxel;;;
Paclitaxel Accord 6 mg/ml koncentrát na infúzny roztok;Paklitaxel;;;
Paclitaxel Kabi 6 mg/ml;Paklitaxel;;;
Paclitaxel Kabi 6 mg/ml;Paklitaxel;;;
Paclitaxel Kabi 6 mg/ml;Paklitaxel;;;
Paclitaxel Sandoz 6 mg/ ml;Paklitaxel;;;
Paclitaxel Sandoz 6 mg/ ml;Paklitaxel;;;
Paclitaxel Sandoz 6 mg/ ml;Paklitaxel;;;
Palexia 20 mg/ml perorálny roztok;Tapentadol;;;
PALEXIA 50 mg filmom obalené tablety;Tapentadol;;;
PALEXIA retard 100 mg tablety s predĺženým uvoľňovaním;Tapentadol;;;
PALEXIA retard 150 mg tablety s predĺženým uvoľňovaním;Tapentadol;;;
PALEXIA retard 200 mg tablety s predĺženým uvoľňovaním;Tapentadol;;;
PALEXIA retard 250 mg tablety s predĺženým uvoľňovaním;Tapentadol;;;
PALEXIA retard 50 mg tablety s predĺženým uvoľňovaním;Tapentadol;;;
Paliperidón STADA 100 mg injekčná suspenzia s predĺženým uvoľňovaním v naplnenej injekčnej striekačke;Paliperidón;;;
Paliperidón STADA 150 mg injekčná suspenzia s predĺženým uvoľňovaním v naplnenej injekčnej striekačke;Paliperidón;;;
Paliperidón STADA 50 mg injekčná suspenzia s predĺženým uvoľňovaním v naplnenej injekčnej striekačke;Paliperidón;;;
Paliperidón STADA 75 mg injekčná suspenzia s predĺženým uvoľňovaním v naplnenej injekčnej striekačke;Paliperidón;;;
Paliperidón Teva 100 mg injekčná suspenzia s predĺženým uvoľňovaním;Paliperidón;;;
Paliperidón Teva 150 mg injekčná suspenzia s predĺženým uvoľňovaním;Paliperidón;;;
Paliperidón Teva 75 mg injekčná suspenzia s predĺženým uvoľňovaním;Paliperidón;;;
PALLADONE-SR capsules 16 mg;Hydromorfón;;;
PALLADONE-SR capsules 2 mg;Hydromorfón;;;
PALLADONE-SR capsules 4 mg;Hydromorfón;;;
PALLADONE-SR capsules 8 mg;Hydromorfón;;;
Palonosetron Accord 250 mikrogramov injekčný roztok;Palonosetrón;;;
Palonosetron Fresenius Kabi 250 mikrogramov injekčný roztok;Palonosetrón;;;
Pamifos;Kyselina pamidrónová;;;
Pamifos;Kyselina pamidrónová;;;
Pamifos;Kyselina pamidrónová;;;
Pangrol 20 000;Multienzýmy (lipáza, proteáza a ďalšie);;;
Pantomyl 20 mg;Pantoprazol;;;
Pantomyl 20 mg;Pantoprazol;;;
Pantomyl 40 mg;Pantoprazol;;;
Pantomyl 40 mg;Pantoprazol;;;
Pantoprazol Sandoz 20 mg gastrorezistentné tablety;Pantoprazol;;;
Pantoprazol Sandoz 20 mg gastrorezistentné tablety;Pantoprazol;;;
Pantoprazol Sandoz 40 mg gastrorezistentné tablety;Pantoprazol;;;
Pantoprazol Sandoz 40 mg gastrorezistentné tablety;Pantoprazol;;;
Panzyga;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Panzyga;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Panzyga;Normálne ľudské imunoglobulíny na intravenózne použitie;;;
Panzynorm forte-N;Multienzýmy (lipáza, proteáza a ďalšie);;;
Panzynorm forte-N;Multienzýmy (lipáza, proteáza a ďalšie);;;
Paretin 20 mg;Paroxetín;;;
Parnido 3 mg tablety s predĺženým uvoľňovaním;Paliperidón;;;
Parnido 6 mg tablety s predĺženým uvoľňovaním;Paliperidón;;;
Parnido 9 mg tablety s predĺženým uvoľňovaním;Paliperidón;;;
Paxlovid 150 mg + 100 mg filmom obalené tablety;Nirmatrelvir a ritonavir;;;
Pazopanib Accord 200 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Accord 400 mg filmom obalené tablety;Pazopanib;;;
Pazopanib G.L. Pharma 200 mg filmom obalené tablety;Pazopanib;;;
Pazopanib G.L. Pharma 400 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Gedeon Richter 200 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Gedeon Richter 400 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Glenmark 200 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Glenmark 400 mg filmom obalené tablety;Pazopanib;;;
Pazopanib STADA 200 mg;Pazopanib;;;
Pazopanib STADA 400 mg;Pazopanib;;;
Pazopanib Teva 200 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Teva 400 mg filmom obalené tablety;Pazopanib;;;
Pazopanib Zentiva 200 mg;Pazopanib;;;
Pazopanib Zentiva 400 mg;Pazopanib;;;
Pegasys 180 mikrogramov injekčný roztok v naplnenej injekčnej striekačke;Peginterferón alfa-2a;;;
Pelgraz 6 mg injekčný roztok naplnený v injekčnej striekačke;Pegfilgrastim;;;
Pelgraz 6 mg injekčný roztok v naplnenom injektore;Pegfilgrastim;;;
Pelmeg 6 mg injekčný roztok naplnený v injekčnej striekačke;Pegfilgrastim;;;
Pemetrexed EVER Pharma 25 mg/ml koncentrát na infúzny roztok;Pemetrexed;;;
Pemetrexed EVER Pharma 25 mg/ml koncentrát na infúzny roztok;Pemetrexed;;;
Pemetrexed EVER Pharma 25 mg/ml koncentrát na infúzny roztok;Pemetrexed;;;
Pemetrexed Fresenius Kabi 25 mg/ml infúzny koncentrát;Pemetrexed;;;
Pemetrexed Fresenius Kabi 25 mg/ml infúzny koncentrát;Pemetrexed;;;
Pemetrexed Pharmevid 500 mg prášok na koncentrát na infúzny roztok;Pemetrexed;;;
Pemetrexed STADA 25 mg/ml koncentrát na infúzny roztok;Pemetrexed;;;
Pemetrexed STADA 25 mg/ml koncentrát na infúzny roztok;Pemetrexed;;;
Penbene;Fenoxymetylpenicilín;;;
Penbene 1,5 mil. IU;Fenoxymetylpenicilín;;;
Penester;Finasterid;;;
Penlac 500 mg/125 mg;Amoxicilín a inhibítor betalaktamázy;;;
Penlac 875 mg/125 mg;Amoxicilín a inhibítor betalaktamázy;;;
Pentasa;Mesalazín;;;
Pentasa Sachet 2 g;Mesalazín;;;
Pentasa Sachet 4 g;Mesalazín;;;
Pentasa Slow release tablets 1 g;Mesalazín;;;
Pentasa Slow release tablets 500 mg;Mesalazín;;;
Pergoveris (300 IU + 150 IU)/0,48 ml injekčný roztok v naplnenom pere;Gonadotropíny, kombinácie;;;
Pergoveris (450 IU + 225 IU)/0,72 ml injekčný roztok v naplnenom pere;Gonadotropíny, kombinácie;;;
Pergoveris (900 IU + 450 IU)/1,44 ml injekčný roztok v naplnenom pere;Gonadotropíny, kombinácie;;;
Perindamlostad 4 mg/10 mg tablety;Perindopril a amlodipín;;;
Perindamlostad 4 mg/10 mg tablety;Perindopril a amlodipín;;;
Perindamlostad 4 mg/5 mg tablety;Perindopril a amlodipín;;;
Perindamlostad 4 mg/5 mg tablety;Perindopril a amlodipín;;;
Perindamlostad 8 mg/10 mg tablety;Perindopril a amlodipín;;;
Perindamlostad 8 mg/10 mg tablety;Perindopril a amlodipín;;;
PERINDASAN 2 mg/0,625 mg tablety;Perindopril a diuretiká;;;
PERINDASAN 4 mg/1,25 mg tablety;Perindopril a diuretiká;;;
PERINDASAN 4 mg/1,25 mg tablety;Perindopril a diuretiká;;;
Perindocombi 2 mg/0,625 mg;Perindopril a diuretiká;;;
Perindocombi 2 mg/0,625 mg;Perindopril a diuretiká;;;
Perindocombi 4 mg/1,25 mg;Perindopril a diuretiká;;;
Perindocombi 4 mg/1,25 mg;Perindopril a diuretiká;;;
Perindopril FMK 4 mg;Perindopril;;;
Perindopril FMK 4 mg;Perindopril;;;
Perindopril ratiopharm 8 mg;Perindopril;;;
Perindopril ratiopharm 8 mg;Perindopril;;;
Perindopril Viatris 4 mg;Perindopril;;;
Perindopril-arginín/indapamid/amlodipín Teva 10 mg/2,5 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 10 mg/2,5 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 10 mg/2,5 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 10 mg/2,5 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 5 mg/1,25 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 5 mg/1,25 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 5 mg/1,25 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-arginín/indapamid/amlodipín Teva 5 mg/1,25 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril-ratiopharm 4 mg;Perindopril;;;
Perindopril-ratiopharm 4 mg;Perindopril;;;
Perindopril/Indapamid/Amlodipín STADA 10 mg/2,5 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril/Indapamid/Amlodipín STADA 10 mg/2,5 mg/10 mg;Perindopril,amlodipín a indapamid;;;
Perindopril/Indapamid/Amlodipín STADA 10 mg/2,5 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril/Indapamid/Amlodipín STADA 10 mg/2,5 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril/Indapamid/Amlodipín STADA 5 mg/1,25 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindopril/Indapamid/Amlodipín STADA 5 mg/1,25 mg/5 mg;Perindopril,amlodipín a indapamid;;;
Perindostad Kombi 2 mg/0,625 mg tablety;Perindopril a diuretiká;;;
Perindostad Kombi 4 mg/1,25 mg tablety;Perindopril a diuretiká;;;
Perindostad Kombi 4 mg/1,25 mg tablety;Perindopril a diuretiká;;;
Perjeta 420 mg infúzny koncentrát;Pertuzumab;;;
Permethrin Axonia 50 mg/g gél;Permetrín;;;
Permethrin Axonia 50 mg/g gél;Permetrín;;;
Petinimid cps;Etosuximid;;;
Phacebonate 50 mg filmom obalené tablety;Kyselina ibandrónová;;;
Phenaemal;Fenobarbital;;;
Phenaemaletten;Fenobarbital;;;
Phesgo 1 200 mg/600 mg injekčný roztok;Pertuzumab a trastuzumab;;;
Phesgo 600 mg/600 mg injekčný roztok;Pertuzumab a trastuzumab;;;
PICOPREP;Dinátriumpikosulfát, kombinácie;;;
Pioglitazone Accord 30 mg tablety;Pioglitazón;;;
Pioglitazone Accord 45 mg tablety;Pioglitazón;;;
Pioglitazone Actavis 30 mg tablety;Pioglitazón;;;
Pioglitazone Actavis 45 mg tablety;Pioglitazón;;;
Piperacillin/Tazobactam Viatris 4 g/0,5 g;Piperacilín a inhibítor betalaktamázy;;;
Piramil 10 mg;Ramipril;;;
Piramil 5 mg;Ramipril;;;
PK-Merz;Amantadín;;;
PK-Merz 0,4 mg/ml infúzny roztok;Amantadín;;;
Plaquenil 200 mg;Hydroxychlorochín;;;
Plegridy 125 mikrogramov injekčný roztok naplnený v injekčnom pere;Peginterferón beta-1a;;;
Plegridy 63 mikrogramov injekčný roztok naplnený v injekčnom pere, Plegridy 94 mikrogramov injekčný roztok naplnený v injekčnom pere;Peginterferón beta-1a;;;
Plenvu;Makrogol, kombinácie;;;
Plexxo 100 mg;Lamotrigín;;;
